"V1","V2","V3"
-0.421374069526792,-1.38517982047051,-2.67779488675296
-0.703091406729072,-1.30091864895076,2.29792318493128
1.51117016281933,0.236607331316918,0.409951867070049
2.07241723034531,-1.36556851956993,-1.65137355588377
-0.860315487720072,-0.887808736413717,-2.40970277180895
-2.82179047074169,1.05412832088768,0.777719062753022
-2.07542032236233,-1.42796422820538,2.67523031774908
-2.5959485610947,-2.45525799784809,-0.741735039744526
-1.35102105885744,-1.06284000864252,2.78750107297674
2.98220863938332,0.77452785288915,-0.282054499257356
0.105650500394404,-2.77943777572364,-0.659463008400053
0.624184898100793,0.810138826724142,-0.719783761538565
2.20531760388985,-1.96602827589959,0.162879633251578
1.36511271027848,-0.558412759099156,-1.52989078732207
0.508679129183292,-0.461531756445765,2.43743166234344
0.564389061648399,1.32446325011551,-2.68605827121064
0.46932766539976,2.07042595697567,2.19989276770502
2.1988831772469,-0.88770194677636,0.53056451305747
-2.36347464099526,2.5494351494126,-0.395474456716329
-2.4984100847505,-1.04970241198316,2.60226715682074
-0.670037474948913,2.35767139261588,1.64943552296609
2.0907166111283,0.102705331519246,-1.33844180451706
-0.512388615868986,-0.348532606847584,-2.97883877065033
-1.57292673457414,0.493921250570565,0.174828358925879
-2.30296911019832,-0.226248591206968,-2.65603901864961
-0.569549103733152,-1.11657257890329,-0.989389156457037
-2.27438164595515,-0.766198771074414,2.80159216700122
-2.1292654434219,2.61721367016435,-2.40417882939801
0.285117301158607,-2.69268333446234,2.81199392443523
-2.58591732010245,2.46722076740116,-2.09057760983706
1.13539371779189,-1.41752032795921,2.0740432664752
-1.27774807764217,-1.00637664087117,-0.694358095061034
-1.20672325696796,-1.23452334478498,-1.57939495984465
-0.260148428846151,-1.74725144868717,1.16846189461648
-1.40893595432863,-2.66243884479627,-0.424223380163312
-1.76934200897813,2.47768612392247,1.98493011435494
-0.339935495518148,-1.29693446494639,-1.66658789198846
1.23277782881632,2.17605139687657,-1.33427385566756
0.755486078560352,0.413457225076854,-2.15781966922805
1.49531117035076,0.868551688268781,-0.527059690095484
2.13033266086131,-1.64430671324953,0.642875078134239
-1.38018039800227,0.341924044769257,1.81374800764024
-2.44826185656711,-2.6765290950425,1.09515124931931
0.236042738892138,2.78040189715102,-1.55092689720914
-0.169898418243974,1.90014805225655,-0.14636935852468
0.828858005348593,2.45213876478374,-2.34832611400634
-2.47672605374828,0.847697327379137,2.20607933169231
-0.946058523841202,-2.33801699616015,0.48989326832816
-1.63972372468561,-2.13473069295287,-0.0851851855404675
-2.00043178070337,-1.22853848850355,-1.70528156217188
-0.279192547313869,-2.8791632456705,-0.67130874004215
0.506346947047859,-1.20230205450207,0.205243027769029
1.27009449759498,2.95344883063808,2.61378696095198
1.78893264569342,0.388527472503483,2.93698708154261
-1.96315545542166,1.07510752184317,-0.835666203405708
2.61568240681663,0.624141798354685,0.844994318671525
0.195691031869501,-1.54479337111115,-1.84180216351524
2.24491333309561,-0.943435535766184,-0.216628692112863
2.16878589196131,-0.983395662624389,-2.08167626336217
-0.639718442223966,-1.79187080729753,1.91740254079923
2.90770684182644,0.187409239355475,2.67283027013764
-1.77316461782902,-0.127513025421649,-0.992495330516249
-1.76335668750107,-0.653393190354109,-0.235226820688695
-0.395371892955154,2.01192359486595,-0.191633335780352
2.41369572328404,-1.88487946707755,2.36040313867852
2.54461522120982,-0.959298463538289,0.750223485287279
-2.55596169596538,1.8682131646201,-0.275408931076527
-0.421722316648811,1.44109476869926,1.54026346374303
-0.615789034869522,1.69481455860659,-0.584904518444091
0.327872273046523,2.50478431535885,-2.57714533014223
1.28399961115792,0.781575688160956,1.65117332758382
-2.21922136517242,1.78921182453632,-0.077680800575763
1.25686268135905,-2.65216271113604,-2.84810378216207
0.033471068367362,-2.71892657596618,-0.277286967728287
-1.27425867319107,-1.37885444797575,-1.5737508055754
0.495435934513807,-2.53409746382385,0.868129508569837
-0.872851689811796,1.97117513744161,0.45628921687603
0.162498009391129,-0.0828832760453224,0.281449715606868
0.430561314336956,2.83898374205455,1.04432059871033
-1.13966757617891,0.102696921676397,1.48299865890294
0.0791325531899929,0.151554486248642,1.4153894665651
-1.0950962388888,0.659677752759308,2.51647715969011
2.65734965354204,2.84397111833096,1.14024975243956
1.45592147391289,-1.39804803673178,-0.854656997602433
-0.773563032969832,-1.69746670452878,0.475075907539576
0.183009069878608,1.70459323469549,1.81779425125569
2.46355036413297,1.95993460714817,0.52389299031347
-0.149406852666289,-2.33403541054577,-2.51768070599064
-1.58948419801891,-1.06541843293235,2.77081906842068
-0.765041343402117,0.89905600156635,0.935071094892919
2.90029802313074,1.31161874905229,0.93217012938112
1.27356918063015,-1.81324763875455,1.76277912547812
1.17041079467162,-0.953701105434448,-1.70469382731244
0.00061033247038722,-0.300345150288194,-0.574156894348562
-1.95310820778832,-2.81979799177498,-0.0587899200618267
-1.86503799492493,-2.60962738282979,1.31134463008493
-0.276274859905243,-2.58375651715323,2.24190123612061
-2.34275295864791,-0.231960140168667,2.38981114933267
1.24182012537494,1.20763066504151,1.36296927044168
0.45101376157254,2.91759282024577,-0.875745402183384
-2.19701130548492,1.06773409573361,1.33248371025547
2.98399881273508,2.07462543155998,1.71396330418065
1.19831008091569,-1.32238187966868,1.37258381629363
0.473401686642319,0.263108891900629,-0.126046091783792
-1.05617875512689,-2.91633299784735,-2.85611986694857
0.342956995591521,-0.284902901854366,-0.685746266506612
-1.63636054471135,1.77562982914969,2.76084497803822
-0.609249458648264,-1.46446113009006,2.41945064999163
1.79216807987541,-0.136678508017212,-1.18445298727602
-2.163454846479,-2.84086868260056,0.45628128061071
2.42297170730308,0.692699270322919,-1.02800688939169
1.43371246475726,1.18195908889174,2.14874406857416
2.87080809054896,2.16283560823649,-1.10160053987056
0.682683900464326,0.118839971255511,2.40459627332166
0.254255945328623,-2.24643151368946,2.53237483045086
-1.1091587478295,-0.939465547911823,0.782984800636768
-1.42836119094864,2.73238104907796,-2.12351441429928
0.370503952726722,2.34854906005785,-1.91173229645938
1.88002384034917,1.27897875756025,1.80104315886274
2.54027370829135,0.20827457215637,0.961846901569515
2.08996117115021,-1.48088753409684,0.184113669209182
-0.0465228511020541,-2.07847607787699,-1.13606356177479
-2.61651196097955,1.51570891030133,0.150268048513681
-1.81794247403741,-0.418729887809604,-1.88482028804719
-1.73084876686335,1.520047549624,-0.919346177950501
-2.17839432880282,-2.88100292813033,0.724496359471232
2.58739150967449,1.72178753418848,-1.40427999151871
1.74369697133079,-0.0161282834596932,-2.24027683585882
-1.54172968771309,0.361795220989734,-1.85361958667636
0.749131122138351,2.16258294833824,1.48180850828066
0.644970517605543,1.10461441101506,-0.643893304746598
2.20837362762541,2.5592335620895,0.589670295361429
0.488193024415523,-1.01598936645314,2.79542416194454
2.01436883909628,-1.36066076578572,-0.31123609514907
2.5571695799008,-1.17995967669412,-0.996601397171617
-2.08322556037456,2.65935056051239,-2.08620577258989
1.01007252931595,-2.83013854175806,-1.15193886263296
0.364698910620064,2.39344507874921,-2.38501243712381
0.658235594630241,-0.0170558807440102,-2.12721396284178
-0.515258432831615,0.239998663309962,-1.07561537018046
-1.95493598096073,-2.30505127133802,2.32315925555304
-0.423052133526653,-2.7549521564506,2.25966379512101
2.30793773755431,1.62061202572659,0.847742441575974
-1.68253939691931,-2.30585687980056,1.59778071194887
-2.24681046232581,1.69015670008957,-2.16853176523
-0.933820513542742,1.58320490363985,-1.19369129883125
-2.34983203047886,-2.14168854290619,2.79772633267567
2.20373417576775,0.948398744221777,-1.42915670480579
0.0328691303730011,-1.31106474855915,1.14074371615425
-0.158384475857019,-2.89672449231148,2.86925297090784
-2.14191406778991,1.02330651367083,-2.2786498144269
1.33764475118369,0.581864441279322,0.261172979604453
1.94625909626484,0.458263487555087,-2.75839741900563
2.15030064806342,2.54855704586953,1.56831574626267
-2.51247565168887,-2.0443983245641,-0.699439453426749
1.84689279366285,1.34170044120401,-2.32860126765445
-0.76922412822023,-2.09522058209404,2.9618778009899
1.19845870602876,-2.44747126568109,2.13692318229005
0.54049925878644,0.175020759925246,-1.82860254077241
2.88879639096558,2.37769295275211,1.54728027479723
-1.53003214392811,-1.96067458111793,0.571419667918235
-1.97058011731133,2.62750186119229,-0.544927661307156
-1.02046265266836,-2.81394581962377,-0.227035350166261
1.39574548322707,0.179062890820205,-2.32357338722795
1.74527400545776,-2.3737044618465,-2.84091366827488
2.6324802855961,2.07395171793178,-1.95055576460436
-1.63411418348551,-0.266374988481402,-2.88685173913836
-1.29398788232356,1.50061785103753,2.00897370837629
0.206427086144686,2.10118704568595,-2.71219725720584
-2.67671335302293,0.390387408435345,-1.70058273989707
2.98145986860618,-1.38239447632805,0.240285327192396
2.19137500645593,-1.13679605768993,-1.46495063323528
0.722965639550239,0.0359177095815539,-2.87192342011258
1.84058662829921,-0.426857043989003,-1.63912320882082
-1.57090262230486,-1.06357471598312,2.46459587244317
-1.85747571336105,1.6083065229468,0.853635359555483
2.89844983862713,-1.71125042438507,1.88143954938278
-1.75130475405604,-1.89240267779678,2.80785121209919
-0.95400526933372,1.78733316482976,-1.77836757386103
0.6819381066598,-0.889235140755773,-2.30684333341196
2.55820583319291,0.556045818608254,-0.0498511623591185
2.91488238796592,0.711377763189375,2.06485716579482
0.660974075552076,-1.69991269195452,-0.581471948884428
0.827961461618543,2.06471910048276,0.268585353624076
-0.435239468235523,-0.991132986266166,-1.78560761595145
2.24070723121986,-1.39336221897975,1.89465642906725
-0.63155742874369,1.00249980390072,-2.30168245872483
-1.25401061726734,1.8393060285598,0.420776965096593
-2.12825305620208,0.164243811741471,-2.24612102983519
2.9176511107944,0.826960230711848,0.933799829799682
1.66780192963779,2.19654315244406,-1.51553585473448
1.63207368738949,1.76483017019928,-2.72952424082905
1.8320676474832,-1.03478943603113,0.955281421076506
0.425593588035554,-2.43423583684489,0.0654620309360325
-2.59657066594809,-2.80723467562348,2.92696948489174
0.0550571386702359,-0.510522439610213,-1.4534395923838
-2.91100128320977,1.25958639057353,-1.86822316423059
-2.02190436702222,-0.67337409965694,-2.9422421073541
-1.96280714822933,0.373772174119949,0.795608463697135
2.97569182002917,2.59074854291975,-1.37675270671025
0.855918814893812,-2.82250072527677,-2.44598129438236
2.51016222545877,1.07928513642401,1.07146389875561
-1.65019582444802,-1.68172889621928,1.60664795245975
-2.71547197178006,1.16842866875231,1.31042837211862
-0.865795363672078,0.217795482371002,-2.75863749207929
-1.26833666441962,1.2677388349548,-1.8399352915585
