"V1","V2","V3","V4","V5","V6","V7","V8"
0.234342060983181,0.294257255271077,-0.994768309872597,-0.554295324720442,-0.669881933834404,0.414234524592757,-0.29794757347554,0.799302492290735
-0.286785019095987,-0.751584046985954,0.527317691594362,-0.53408821253106,-0.272931832820177,-0.00701786670833826,0.552512693218887,-0.504376464523375
0.580987158697098,-0.939530935604125,0.475770306307822,-0.325311636552215,-0.0994710107333958,-0.273224700242281,0.987775159068406,-0.594319116324186
0.540928585454822,0.32741125067696,-0.559881627559662,0.974632718600333,0.424459525384009,0.547923270612955,0.16438641352579,0.331114822532982
0.399283789563924,0.142350183799863,-0.869616096373647,-0.235784852411598,-0.251737932208925,-0.141497501637787,0.924587724264711,0.82219448313117
0.776978534180671,-0.301236183382571,0.335880988743156,0.364402223844081,0.929781764280051,0.279371050652117,-0.808638139162213,0.11290756193921
-0.181781526189297,0.50800791522488,0.320884009357542,-0.648791648447514,0.546020468696952,-0.185703917406499,0.363577306736261,-0.230426709167659
0.470738950185478,-0.785219099372625,0.232893049251288,0.89347958471626,0.342359373811632,-0.0802344190888107,0.38228444987908,0.908770917449147
-0.498466206714511,0.645133225247264,0.734138639178127,-0.509725456126034,0.429272178094834,0.0607452825643122,-0.346893676090986,-0.147319522220641
0.402324575465173,0.352301733102649,-0.668774165213108,0.178138496354222,0.229026600718498,-0.99811102822423,0.830727193970233,0.929320491850376
-0.507751163560897,0.822375989984721,0.787208515685052,0.382376973517239,0.0323951407335699,0.632600019220263,0.0653006639331579,-0.151072062086314
-0.363255431875587,-0.841694444883615,-0.478413769975305,-0.560047239996493,0.10043566301465,-0.445601316634566,0.116598641965538,0.0471935076639056
0.343286039307714,0.903051873203367,-0.026788514573127,-0.860634915996343,0.285736622288823,-0.29564599506557,0.247466008644551,0.00179321365430951
0.589898577425629,0.946875507477671,0.643952192272991,0.161482520867139,0.83314429409802,-0.363624120596796,-0.72506958199665,-0.00577164068818092
-0.595890031196177,-0.481492138002068,-0.277818472124636,-0.195893190801144,0.705233748536557,-0.917834329418838,-0.24600648926571,-0.972135906107724
-0.331194706726819,0.431024274788797,-0.722650432493538,0.727543029934168,0.598621683660895,0.884923532605171,0.330889884848148,-0.515169559046626
0.259536165744066,0.356723336037248,0.331920639146119,-0.864101695362478,0.110753346700221,-0.330945089459419,-0.827856813557446,-0.755327415652573
-0.113428597338498,0.649066300597042,0.354548843577504,-0.211604703683406,-0.248344057239592,0.720720428973436,-0.220191820058972,0.327389702666551
0.445413728710264,-0.590351703576744,-0.99043343635276,0.728513192851096,-0.745838038157672,0.829938178882003,-0.488058966584504,-0.00612435815855861
0.844037717673928,-0.877737726084888,-0.172686164733022,-0.853884025942534,0.862714197020978,-0.405714344698936,0.824798510875553,-0.0652265008538961
0.653686795383692,-0.734911717008799,-0.128739908803254,0.134529079776257,0.375416255090386,-0.601864635013044,0.933342730160803,-0.140486163087189
0.373836548533291,0.452571813482791,0.814168290235102,0.188180628698319,0.161789730656892,-0.27335484046489,0.809805036988109,-0.599694612901658
0.294872349593788,-0.525033973157406,0.716309108771384,-0.212383701000363,0.934739039745182,0.727810710668564,-0.229068909306079,-0.426332664676011
0.45378495240584,-0.658276904840022,0.22458780137822,0.479814634658396,-0.873937544412911,0.564737109933048,0.94507184997201,-0.78891596198082
-0.547349649481475,0.641701346263289,-0.143484082538635,0.128436765633523,0.104147778823972,-0.533769357483834,-0.287201220635325,0.124142376706004
0.166982309427112,0.826285850256681,-0.62893025809899,-0.52132177259773,0.916687075980008,-0.919435487128794,-0.578941571526229,-0.259139310568571
0.398156713694334,0.207699378021061,0.888553241733462,-0.287326321937144,-0.164942621253431,-0.865784531459212,0.330216401256621,-0.098903498146683
-0.0265640108846128,-0.210164009593427,-0.0141697824001312,-0.460151873994619,0.655593272298574,-0.500479483045638,0.304047614801675,-0.989672334864736
-0.463940180372447,-0.387829943094403,-0.0327803487889469,-0.900417676195502,-0.613548554014415,-0.189427943900228,0.529089496005327,0.492625134531409
0.957152860704809,-0.997594220563769,0.327196116093546,0.110020025633276,-0.730690778233111,-0.622325324453413,0.865173094440252,-0.746336081530899
-0.877570808399469,0.58759409468621,-0.371775332838297,0.626773978117853,-0.234263520687819,-0.863977547734976,0.598855488933623,0.065951693803072
-0.289203624241054,-0.188754770904779,0.098186457529664,0.497954746242613,-0.499981700908393,0.416495667770505,-0.211935876868665,-0.355622337665409
-0.985262508504093,0.304107313044369,-0.605856123846024,0.670698206406087,-0.97813209425658,-0.152288515120745,0.218667999841273,0.741003561764956
-0.885488232132047,-0.214521545916796,-0.902778829913586,0.424854948185384,-0.357675656210631,0.241777552757412,0.200563114602119,0.362509596161544
-0.912693880498409,0.422745267860591,0.863290569279343,-0.297430035192519,0.960089961532503,0.299416158813983,0.100807829760015,0.698401872999966
-0.0967619805596769,0.766109530348331,-0.101744395215064,0.806712210178375,-0.313204923644662,0.269179165363312,-0.736792114097625,0.706498575396836
0.884850655216724,-0.338058101944625,0.768667932599783,0.930043366272002,-0.675903377123177,-0.684444480575621,-0.86124967969954,-0.150355959776789
-0.927613058593124,0.0408307341858745,-0.62684563267976,-0.946338324341923,0.587402991484851,-0.234801554586738,0.881790183018893,0.42234323779121
-0.171176598407328,-0.571318536065519,0.440335376188159,-0.776055358350277,-0.645353859756142,-0.199853514321148,-0.426922711078078,-0.255323445890099
-0.365634601097554,0.259391794446856,0.630273302085698,-0.977432787418365,-0.0404136721044779,0.0917089502327144,0.175530187785625,-0.202981091104448
-0.0916422037407756,0.612768040969968,-0.248757366091013,-0.102740958798677,-0.299545616377145,0.0338084059767425,0.00742196431383491,-0.363240473903716
-0.623359018936753,0.405010166112334,0.823281936813146,-0.783781660720706,0.324041617568582,0.619340960402042,-0.366810176987201,-0.0528088919818401
-0.351690751034766,-0.865767889190465,0.484305710531771,-0.313229360617697,0.786389721091837,-0.692417004611343,0.363959376234561,-0.983786878641695
-0.999531337060034,0.460805473383516,-0.697952684015036,0.161971353925765,0.804467861540616,-0.460807484574616,-0.199592221528292,0.686299029737711
-0.858911118935794,-0.104895608033985,-0.564194158185273,0.585400320123881,0.744027864187956,0.535241355653852,0.613888000138104,0.759736780077219
-0.297526298090816,0.0611504372209311,0.392506544943899,0.62767740804702,-0.531935549806803,-0.102655355352908,-0.654525637160987,0.973820134997368
-0.916823176667094,-0.38084495998919,-0.122955392580479,-0.255426348652691,0.387649085372686,-0.761141724418849,0.54854736989364,0.299639276694506
0.671771406196058,-0.205814382992685,0.265924634877592,0.41537795541808,-0.462046663276851,0.434994135517627,0.153656580485404,-0.619231999386102
0.479722015094012,0.800282655283809,0.544460739940405,0.320562748238444,-0.373295294120908,-0.872676955070347,0.525213477667421,0.477966608013958
-0.423183579463512,-0.643403822556138,-0.208303187973797,-0.966455030720681,0.96963578928262,0.851486752741039,-0.535318715963513,-0.488269343506545
0.962632853072137,-0.281951369252056,-0.638026161119342,0.0991281177848577,0.191044603940099,-0.954712207429111,-0.314848530106246,0.238988799508661
-0.468983560800552,0.0936202774755657,0.343754330649972,0.209955048281699,0.215029165148735,-0.5692492085509,0.845701878424734,0.580743986647576
0.175063795875758,-0.301967453677207,0.022348043974489,0.496008125133812,-0.354009432718158,0.710414072498679,-0.184491318184882,-0.965756563469768
-0.40420088917017,-0.967516533564776,0.828693979885429,-0.0927709778770804,0.751637287437916,0.983390543609858,0.316675497684628,0.119301611091942
0.91696546273306,-0.285958427004516,-0.453722767066211,-0.160915165673941,0.173596996814013,-0.98793569020927,-0.611188557464629,0.623681139666587
0.942254048772156,-0.250591638032347,-0.588645305018872,-0.413749272469431,-0.534904048312455,0.356441478710622,-0.727543778717518,-0.0546373450197279
0.968330309260637,-0.445828015916049,0.8366060978733,-0.598606280982494,0.268174985423684,-0.244636489544064,0.369021768216044,0.422708421479911
0.837147133424878,-0.54112124722451,0.151724043767899,-0.237140019889921,-0.326051553711295,-0.437741935253143,-0.803002381231636,-0.0654857391491532
0.51292937528342,-0.0565797006711364,-0.986917489673942,0.151111096143723,0.873153905384243,0.351579808164388,-0.850396541878581,0.248954697977751
-0.544348219409585,-0.645445629488677,0.852052133530378,-0.0336477705277503,0.514001964591444,0.93448926974088,-0.563772979658097,0.438838064670563
0.409919654019177,0.763441106770188,-0.197290402837098,0.30406331224367,-0.472382654901594,-0.345372992102057,0.5400504861027,-0.386439606547356
-0.240070282015949,0.551509377546608,-0.684345964808017,0.507268172223121,-0.160665498115122,0.284705127589405,0.939496020320803,-0.692265698220581
-0.16887343628332,0.79406805569306,-0.48500517802313,0.181057767942548,0.957861309871078,-0.695839939173311,-0.0276779010891914,-0.110605945345014
0.757869482040405,0.2808240018785,0.461691727861762,-0.731669427361339,-0.327725797891617,0.560566678643227,-0.320080460514873,0.333788606803864
0.485442915931344,-0.274719565175474,-0.624839004594833,-0.414770047646016,-0.984752989839762,-0.748113412410021,-0.631440138909966,-0.791016701608896
0.239167076535523,-0.593028935603797,0.193222733214498,0.970329680945724,0.131103950552642,-0.414164959918708,0.833677928894758,0.33629848016426
-0.993508819956332,0.245797146577388,-0.778438348788768,-0.736379500012845,-0.871095165610313,-0.43085260130465,0.0273926365189254,-0.503488337155432
-0.0935347718186677,-0.344223680905998,-0.51940924488008,-0.245170155540109,-0.0175580950453877,-0.328001583460718,-0.0884353802539408,-0.0877191824838519
0.77068813983351,-0.622746895998716,-0.380669124424458,0.0741344881244004,-0.298715511336923,0.598710508085787,-0.691970225423574,-0.825693719089031
-0.0479124845005572,-0.497723432257771,-0.881527926772833,0.305940962396562,0.121092930436134,0.363456290680915,-0.862302856054157,0.615824981126934
-0.0704409047029912,-0.0915615535341203,0.455976353958249,-0.640430703759193,0.257217809557915,0.414939887821674,-0.726567931007594,0.227936154231429
0.858692369889468,-0.576820242218673,-0.551377846859396,-0.306691507808864,-0.616326729767025,-0.423124426044524,0.558195719961077,0.269012549426407
0.131754223257303,0.158777508884668,-0.319062338676304,-0.830537274014205,0.298023874405771,0.148828113917261,0.686204392462969,-0.744162305258214
-0.860631720162928,0.892808648291975,0.876950340811163,0.934165149461478,-0.521411122288555,-0.747561980038881,-0.293958938680589,-0.112270704004914
0.0778365060687065,0.850618940778077,-0.387363476678729,0.822150453459471,-0.648906718473881,-0.705590076278895,0.535525302868336,-0.949677344411612
-0.50578039791435,0.0147746410220861,-0.0515631604939699,-0.95758737437427,0.874028742313385,-0.738412516191602,-0.422410343308002,-0.0829997849650681
-0.137545256409794,0.757378997281194,-0.563281307928264,0.844802895560861,0.844481217674911,0.918516224250197,0.866853562183678,-0.314267923589796
0.354871750809252,-0.721368792466819,-0.666245381347835,-0.880743807181716,0.0170576930977404,-0.997085534967482,-0.525631919503212,0.655356606002897
0.733697933610529,0.689211759716272,-0.744739281944931,0.943106584250927,-0.15355960233137,-0.934968974906951,0.774735511746258,0.603827308863401
-0.144026380032301,0.802758221514523,0.292984240222722,0.870377905201167,0.875540543347597,0.590761256404221,0.857467038091272,-0.0720149003900588
-0.198926158715039,0.385916824452579,-0.461681153159589,0.346159462351352,-0.431555337738246,0.0125092873349786,-0.357226882129908,-0.819575436413288
-0.753468938637525,-0.114430612418801,-0.956700589507818,-0.687540563289076,0.800165223889053,-0.779166132677346,-0.914382202550769,0.0124427224509418
0.917006007861346,-0.995889131911099,0.722316668834537,-0.256195438560098,0.777569769416004,-0.707182341255248,0.916821924969554,-0.818193587474525
0.317474218551069,-0.977862989995629,0.19338296726346,0.724164204671979,-0.845338236540556,-0.126931820530444,-0.848626801744103,-0.163775348104537
-0.260740370023996,-0.288965827319771,0.271683550439775,-0.917162701487541,0.226347667630762,-0.433680921792984,0.843891391530633,0.526344825979322
